Brand,Title,Rating,Author,Date,Review
Flixbus UK,Your service is very interesting,5,,2025-02-17T01:01:30.000Z,Your service is very interesting
Flixbus UK,Good very good,5,,2025-02-16T23:50:36.000Z,Good very good
Flixbus UK,It’s good transportation,5,,2025-02-16T22:35:20.000Z,It’s good transportation
Flixbus UK,It is always a pleasure to book with…,5,,2025-02-16T21:11:56.000Z,It is always a pleasure to book with Flixbus - so quick and easy!
Flixbus UK,Good and easy,4,,2025-02-16T20:36:49.000Z,Good and easy
Flixbus UK,The best supplier and quality jobs,4,,2025-02-16T14:57:31.000Z,Clear information and quick response.
Flixbus UK,Easy to do,5,,2025-02-16T14:21:07.000Z,"Easy to do, quick."
Flixbus UK,Speed of booking and  price,5,,2025-02-16T14:00:54.000Z,Speed of nookingvand price
Flixbus UK,Easy access,5,,2025-02-16T13:26:41.000Z,
Flixbus UK,Brilliant service,5,,2025-02-16T13:09:16.000Z,Brilliant service
Flixbus UK,Cool experience,4,,2025-02-16T09:52:39.000Z,Cool experience
Flixbus UK,Excellent service 👍 thanks,5,,2025-02-16T02:21:22.000Z,Excellent service 👍 thanks
Flixbus UK,Brilliant price,5,,2025-02-15T23:39:07.000Z,Brilliant price
Flixbus UK,good service,5,,2025-02-15T15:49:40.000Z,
Flixbus UK,thank you so much really nice …,4,,2025-02-15T12:57:12.000Z,thank you so much really nice service ...kind drivers not bad at all...a bit of problems with soap and other and no stop for smoking but still ok ...havent arrived late was also very good driving and good atmosphere generally positive and good experience ...the drivers really nice and educated took me with the right documents...i dont know what was it that i had no seat ...its ok ...very nice people and prices affordable.please make some stops for smoking
Flixbus UK,Quick and straightforward,5,,2025-02-15T10:28:13.000Z,Quick and straightforward
Flixbus UK,Good  good good good good,5,,2025-02-15T09:32:36.000Z,Good good good good good
Flixbus UK,On line booking is available and easy…,5,,2025-02-15T09:10:52.000Z,On line booking is available and easy to use.
Flixbus UK,Good and reliable,5,,2025-02-15T03:35:03.000Z,Good and reliable
Flixbus UK,Bad service,1,,2025-02-15T03:27:31.000Z,Bad service
Flixbus UK,Nice quickly,5,,2025-02-15T03:12:07.000Z,Nice quickly
Flixbus UK,Fantastic!,5,,2025-02-15T00:38:27.000Z,
Flixbus UK,It was a good experience but the lateness should be managed better.,4,,2025-02-14T19:54:22.000Z,"Well, there was almost an hour latestness but all in all, it was a smooth drive. Thanks."
Flixbus UK,Good I like it easy!!!!...,5,,2025-02-14T19:45:43.000Z,Good I like it easy
Flixbus UK,Great service,5,,2025-02-14T18:57:00.000Z,Great straightforward service!
Flixbus UK,Was easy to do,4,,2025-02-14T17:20:20.000Z,
Flixbus UK,Simple and easy,5,,2025-02-14T16:32:57.000Z,
Flixbus UK,As easy as 1-2-3,5,,2025-02-14T14:12:43.000Z,
Flixbus UK,Really easy experience,5,,2025-02-14T11:55:29.000Z,Really easy experience | Good price will use again
Flixbus UK,Simple!!,5,,2025-02-14T11:08:40.000Z,Simple!!! And easy
Flixbus UK,Flux bus is good for journey,4,,2025-02-13T23:47:43.000Z,"I am always travelling on flix bus,and bus always rich on time."
Flixbus UK,It’s a very easy process to book,5,,2025-02-13T21:25:48.000Z,
Flixbus UK,Online booking is fine,1,,2025-02-13T19:43:45.000Z,"Online booking is fine. Its the state of Actual coaches that's a problem and how delayed they normally are! 5.05pm from Finchley Road rarely leaves on time. I've also noticed a couple of times that when I've left feedback, the company have cancelled my Ticket in revenge! Toxic company!"
Flixbus UK,Easy booking process,5,,2025-02-13T18:52:15.000Z,Quick and easy to book
Flixbus UK,Nice,5,,2025-02-13T16:23:45.000Z,It’s a nice service
Flixbus UK,This is my first trip in uk by bus and…,5,,2025-02-13T16:20:06.000Z,This is my first trip in uk by bus and I’m really surprised
Flixbus UK,So easy and efficient to work with.,5,,2025-02-13T13:52:59.000Z,"So easy and efficient to work with.and the flexibility of the times ,good ticket prices tóo"
Flixbus UK,Good luck!!!,5,,2025-02-13T10:50:49.000Z,
Flixbus UK,So amazing With Great Deal,5,,2025-02-13T06:44:41.000Z,So amazing With Great Deal
Flixbus UK,Safe travel,5,,2025-02-13T03:26:30.000Z,Safe travel. More comfortable.
Flixbus UK,Good,5,,2025-02-13T01:46:14.000Z,Good service
Flixbus UK,Good experience and hoping to discover…,4,,2025-02-13T00:37:57.000Z,Good experience and hoping to discover more
Flixbus UK,Train,4,,2025-02-12T23:33:50.000Z,Good quick and easy
Flixbus UK,Simple to use,5,,2025-02-12T23:24:21.000Z,"Simple to use. Lots of times to choose from for my journey. Slight panic when time ran out, it goes so quickly. No panic, details were still there."
Flixbus UK,Quick and simple,5,,2025-02-12T23:09:47.000Z,Quick and simple
Flixbus UK,Always a good service with FlixBus,5,,2025-02-12T21:33:30.000Z,"Always a good service with FlixBus, don't book with anyone else, great prices"
Flixbus UK,Easy to use and managed to book tickets…,4,,2025-02-12T20:35:48.000Z,Easy to use and managed to book tickets within minutes
Flixbus UK,Save time,5,,2025-02-12T20:10:19.000Z,Love this flexible time and bus more easy and efficient than any other means of transportation
Flixbus UK,Just wanna see l have bad experiences…,5,,2025-02-12T20:08:41.000Z,"Just wanna see l have bad experiences with it, let me see how it goes this time"
Flixbus UK,Pick up in Birmingham too difficult to get to,5,,2025-02-12T18:01:51.000Z,Great no hassle plus punctual
Flixbus UK,Easy to book good service,5,,2025-02-12T15:36:23.000Z,Easy to book good service
Flixbus UK,Good service,5,,2025-02-12T15:03:32.000Z,"Very good service, booking was so simple and straightforward"
Flixbus UK,Better than national express,5,,2025-02-12T11:28:45.000Z,Better than national express
Flixbus UK,Great booking,5,,2025-02-12T10:09:59.000Z,Easy to book and reserve seats
Flixbus UK,easy booking process,5,,2025-02-12T07:55:27.000Z,"Very slick and easy booking process, plus great prices"
Flixbus UK,its so easy,5,,2025-02-12T02:15:11.000Z,all fine its nice
Flixbus UK,Easy and cheap 👌,5,,2025-02-12T01:51:56.000Z,Easy and cheap 👌
Flixbus UK,I book my ticket first tym but I satisfy Nice system,4,,2025-02-12T01:49:19.000Z,Nice system
Flixbus UK,All good,5,,2025-02-11T19:01:17.000Z,All good | Rekomenduje 100;/:
Flixbus UK,Easy to book and happy,5,,2025-02-11T18:57:06.000Z,Easy to book and happy
Flixbus UK,Very nice experience,5,,2025-02-11T17:55:24.000Z,Very nice experience
Flixbus UK,So easy to book online,5,,2025-02-11T17:37:27.000Z,So easy to book online
Flixbus UK,All simply and good,5,,2025-02-11T14:27:39.000Z,
Flixbus UK,Flixbus are decent,5,,2025-02-11T11:51:08.000Z,"Flixbus are decent, they're cheap and reliable. The only times they've ever been late is when there's a hold-up on the motorway and even then, the drivers are known to find an alternative route. All the drivers are lovely, the buses are clean although sometimes there's no toilet roll in the toilet but I carry my own tissues with me anyway."
Flixbus UK,Worked well,5,,2025-02-11T02:23:08.000Z,
Flixbus UK,Once of the best services from Flix bus.,5,,2025-02-11T01:17:16.000Z,Once of the best services from Flix bus.
Flixbus UK,Excellent clear advice and services!,5,,2025-02-11T00:42:58.000Z,Excellent clear advice and services!
Flixbus UK,Excellent service and very easy to…,5,,2025-02-10T23:57:06.000Z,Excellent service and very easy to use.Have used FlixBus in the past and have always had a fantastic trip.
Flixbus UK,"The booking is very easy,no stress",5,,2025-02-10T21:34:19.000Z,"The booking is very easy,no stress"
Flixbus UK,Quick travel,5,,2025-02-10T20:00:26.000Z,Megabus site down as per usual | Flexibus easy to manage booking.will use all the time if all goes well.
Flixbus UK,Seamless booking,5,,2025-02-10T19:37:06.000Z,Seamless booking
Flixbus UK,We bus did not arrive,1,,2025-02-10T19:13:01.000Z,"We, my 5 years old child and me, bought a ticket for a bus London-Birminghem-London. | In the first bus the toilet did not work and there was no internet. | The bus back was supposed to depart at 11.45. (10/02/2025) | At the time we arrived at but stop we have been informed the bus was late and would depart at 1.15 p.m instead. | It was very cold and rained so we came into a coffe shop and came to the stop at 1 p.m. However, the bus has already left. | We had to go to London by train. | It was my birthday so thank you FlixBus!!!"
Flixbus UK,Very professional bus driver excellent…,5,,2025-02-10T16:40:22.000Z,Very professional bus driver excellent trip
Flixbus UK,Wery nice. Thanks,5,,2025-02-10T15:52:46.000Z,We can to book a ticket wery quickly. Nice. Thank you.
Flixbus UK,Very good bus,5,,2025-02-10T14:31:51.000Z,
Flixbus UK,Easy and cost effective.,5,,2025-02-10T14:20:28.000Z,
Flixbus UK,happy travellers…,5,,2025-02-10T13:18:30.000Z,The booking experience was easy and straightforward.no problems!
Flixbus UK,really easy to use and gave directions…,5,,2025-02-10T11:00:36.000Z,really easy to use and gave directions of where the bus stops were.
Flixbus UK,Very efficient,5,,2025-02-10T00:25:50.000Z,Very good and accurate
Flixbus UK,Quick and easy,5,,2025-02-09T16:07:14.000Z,
Flixbus UK,Easy to book,5,,2025-02-09T14:03:43.000Z,Easy to book. Reasonable price too.
Flixbus UK,If you're legs are about 4 inches long…,1,,2025-02-09T14:00:35.000Z,"If you're legs are about 4 inches long you're fine. I booked two seats because I'm 6 foot, to hopefully get the extra room, but even with that there's no space. Wanted to work on laptop while travelling but it wouldn't fit with me in the space as well. Unfortunately there were no trains running for another option. Won't use again worst travel experience ever."
Flixbus UK,Easy to book,5,,2025-02-09T13:45:30.000Z,Easy to book
Flixbus UK,Very stride forward,5,,2025-02-09T12:33:49.000Z,Very stride forward
Flixbus UK,Process was seamlessly straightforward.,5,,2025-02-09T03:24:23.000Z,
Flixbus UK,Simple and easy to use!,4,,2025-02-09T03:01:14.000Z,
Flixbus UK,Good service,5,,2025-02-08T15:53:46.000Z,
Flixbus UK,Great service,5,,2025-02-08T15:06:06.000Z,Tres Bien! Super!
Flixbus UK,Good price and concenient,5,,2025-02-08T12:48:10.000Z,
Flixbus UK,Easy use online great value,5,,2025-02-08T11:35:49.000Z,
Flixbus UK,Smooth timely journeys.,5,,2025-02-08T07:52:07.000Z,Smooth timely journeys.
Flixbus UK,Ease of use,5,,2025-02-07T20:01:03.000Z,Ease of use. Prices very low
Flixbus UK,Love Flixbus,5,,2025-02-07T17:52:05.000Z,So easy to book. Cheap £7.98 return MCR to Leeds plus £1 booking fee. Quicker and much cheaper than many trains. So efficient and comfortable.
Flixbus UK,Great service and price,5,,2025-02-07T15:21:51.000Z,Great service and price
Flixbus UK,Easy to book,5,,2025-02-07T14:11:41.000Z,"Easy to book, compared to other providers"
Flixbus UK,Easy to use and fast,5,,2025-02-07T08:03:52.000Z,
Flixbus UK,Easy to use.,5,,2025-02-06T17:27:41.000Z,
Flixbus UK,Given reading these reviews,1,,2025-02-06T16:02:34.000Z,"Given reading these reviews! I will never use this company! | Here’s why? |  | Not one of these reviews poor to fair to positive have warranted any kind of response! These guys who are a limited company are scamming you all! Whilst you may not like mega bus! Holy bejesus stick with the,! Flix Bus is as it states it’s a Flix! Or a fix ?.. |  | If they employed me but I already own my own business ! So that’s not an option! I would advise a rebrand and to be fair make sure your drivers want to buy into your brand! Uniform attitude etc however I suspect that’s because you pay them are.y minimum wage! | I see no future for this company which is a shame as it has the potential to be so much very more!"
Flixbus UK,I definitely wouldn't use this service…,1,,2025-02-06T11:38:44.000Z,I definitely wouldn't use this service again! My bus was cancelled by text at 1.30am in the morning when l was due to leave at 8.30am. I had to arrange train tickets in the middle of the night to get me to the airport on time. Shockingly poor customer service 😒
Flixbus UK,Night trip to Glasgow from London,1,,2025-02-06T07:55:44.000Z,"Night trip to Glasgow from London, First of I was given the wrong seat which I didn't book, no leg room and I'm a short man, seats recline about 2 degrees only, no charging outlet for each seat, need to give your device to the driver to charge, packed in like sardines, there like the smallest seats ever and rock hard, there was no one asking just a few passengers to be quiet as this was a night bus, so I got no sleep at all for 10 hours. Never using again,"
Flixbus UK,Worst bus company,1,,2025-02-05T23:10:45.000Z,"From start to finish Flexibus booking & journey was terrible. They cancelled my outward journey a few days before my departure date and gave alternative which ment I would only have 2 hours in disneyland Paris, which was pointless. So had to book an alternative travel measure out to Disneyland. When it came to travelling home, neither of the drives wore a uniform until the bus was back in the UK and my panoramic seats weren't available which I had paid extra for. I think the company is awful."
Flixbus UK,Departure and arrival were punctual,4,,2025-02-05T22:28:52.000Z,"Departure and arrival were punctual, seat was comfortable"
Flixbus UK,I was travelling with my family and bus driver was very rude …,1,,2025-02-04T05:33:03.000Z,I was travelling with my family and we got late a bit. When we got into the bus someone was seating on my dad's seat and the bus driver started to shout at Us and was being very rude to my whole family then he said seat wherever you find space. We thought we meant to seat at our own seat but I was wrong and he was very rude.
Flixbus UK,Bus left way before scheduled departure time causing us to miss it and refuse to refund.,1,,2025-02-03T22:50:09.000Z,"I booked a FlixBus, but it left 10 minutes early, causing me to miss it—and my connecting FlixBus, which I had also paid for. I had to take a taxi instead, but FlixBus refuses to issue a refund for the unused tickets. |  | Customer service has been a nightmare. They ignored key details, contradicted themselves, and even falsely claimed my ticket was scanned, despite me never boarding. After multiple emails and providing all the proof I could, they still refuse to help."
Flixbus UK,"Stress-free trip, stay away from Flixbus",1,,2025-02-03T16:51:02.000Z,"For your own good and a hassle-free journey, stay away from this company! I've had two serious incidents with them already. |  | The first one happened a year ago when, less than two hours before the bus was supposed to arrive, I was informed via email or SMS (I can’t remember exactly) that the bus had an issue and the trip was canceled. How can you notify someone just two hours in advance? I had to rely on friends to find an alternative, and my vacation was ruined. I thought it was an isolated case and decided to give the company another chance. |  | Not long after, I had another issue. I booked seat 1A, which costs an extra €3.99, if I remember correctly. A week after my reservation was confirmed and the money was taken, I received an email stating that my seat was no longer available. Instead, they reassigned me to a random seat at the back without even asking if I agreed to the change or if I wanted a refund. |  | It was clear that they had resold my seat, probably because 1A was next to 1B, and they didn’t want it to appear occupied in the system. Someone else must have been able to book 1A while I was left with no choice but to accept the change. The irony? There were still available seats in the same front row, like 1C and 1D, but they didn’t even bother offering me one. |  | When I checked the system, I noticed that only a few seats were taken, which made it obvious—they double-sell tickets even after you've already booked and paid for them. If they can squeeze out an extra €3.99, why not, right? Pure greed. But this kind of behavior will cost them their customers in the long run, and I truly hope their company collapses. |  | As for me, I will never use their services again. Consider this a warning—if you want a stress-free trip, stay as far away from them as possible."
Flixbus UK,I bought my ticket then due to…,1,,2025-02-03T16:16:07.000Z,"I bought my ticket then due to unforeseen circumstances I had to cancel and they would not give my money back, they gave me a voucher but I wanted my money back so please read the flixbus terms and conditions before buying your ticket. Very bad customer service."
Flixbus UK,Worst and most unreliable bus transport…,1,,2025-02-01T18:28:32.000Z,"Worst and most unreliable bus transport company ever. They misinform customers, call customers liars and try to cheat customers out of their money without actually giving the service. Zero percent customer service."
Flixbus UK,The driver was so rude,1,,2025-02-01T15:54:13.000Z,"The driver was so rude, not just to us but to a poor solo female passenger struggling with heavy luggage who I got off the bus to go and help. 1st Feb 14:30 Lyon to Grenoble."
Flixbus UK,Outdated archaic buses.,2,,2025-02-01T00:17:08.000Z,"Outdated archaic buses.. no USB ports, no charging points. Or if you find one it doesn't work or it is located far away from your seat. I cannot fathom that in 2025 they use these type of buses | ."
Flixbus UK,Eating in bus,2,,2025-01-30T21:41:00.000Z,"At arrival my wife and me the driver told to everybody ""no food, no drink"" till the service I stop. | I'm a diabetic and my wife have a allergy on her throat and she need to drink a hot water how I don't drink a juice and food.And also the toilet is out of service. Are this is a joking? | Are this is on flixbus policy?"
Flixbus UK,CLEAN COACHES ON TIME JOURNEY,5,,2025-01-30T18:13:48.000Z,PLEASANT JOURNEY FROM START TO FINISH
Flixbus UK,Well priced good experience,5,,2025-01-30T13:19:20.000Z,"Bus was clean, on time arrival. No dramas and a great price."
Flixbus UK,They don’t allow you to use toilet on…,3,,2025-01-30T12:49:43.000Z,They don’t allow you to use toilet on coach. This was very stressful.
Flixbus UK,FlixBus from Chamonix to Geneva. Dangerous Driver,1,,2025-01-29T17:39:10.000Z,"We booked FlixBus from Chamonix in France to Geneva. The driver was dangerous. He started by playing his own loud music whilst smoking, dancing in his unbelted chair and constantly answering his mobile phone. He tried to overtake an articulated lorry on a mountain bend, eventually succeeding much to his pleasure but to the annoyance of his fellow passengers and the driver of the lorry. We headed into a thunderstorm, he had his wipers on full but still couldn’t see. I had to shout out ‘slow down’ before he did so. Other incidents also occurred too numerous to mention, but I recorded most of them. I hope the company contact me and sack him. Use this company at your peril !"
Flixbus UK,First time using Flixbus,5,,2025-01-29T14:19:23.000Z,First time using Flixbus. Excellent service. Spot on time leaving and arriving despite awful weather conditions. Driver was brilliant. Coach was immaculate.
Flixbus UK,Excellent service; amazing value for money!,5,,2025-01-29T11:47:26.000Z,"Excellent service, first time used FlixBus and found it to be better than expected. The bus was slightly late coming in which was understandable given the morning rush hour around the city; however, the bus reached its destination before time which was good for me. The driver was professional and courteous. The bus itself was clean and tidy. I kept thinking ’there must be a catch somewhere’, coach tickets can’t be that cheap these days.. but there was no catch! My ticket was excellent value for money. Thank you FlixBus, I would recommend FlixBus to everyone."
Flixbus UK,Terrible service and outfit,1,,2025-01-28T17:39:56.000Z,"Tried to book a coach trip from Swansea to Gatwick Airport. | It was a nightmare. | Tried to pay with Paypal but it said 'Try again' which I did. Still no tickets | So I tried with my debit card, still nothing only an unsuccessful message. | However when I checked my PayPal account the payment was taken out twice. Also when I checked my bank another payment was taken. | Flixbus apologised and said they would refund the payments in two or three working days, | Terrible service and outfit"
Flixbus UK,Really disappointed with Flixbus,1,,2025-01-28T16:48:38.000Z,"Really disappointed with Flixbus. I’ve been a faithful user for a while now and have always recommended them. However, they have proven to be unhelpful and unreliable in times of crisis. I completely understand that unforeseen delays and cancellations happen, however I’d expected a little more understanding and accommodation to be provided to customers. This most experience has unfortunately ruined their reputation for me."
Flixbus UK,I should have just taken the train,1,,2025-01-28T13:09:18.000Z,Bus was 20 minutes late. The fact that you they only do exact change only and don't have card readers for paying onboard is ridiculous.
Flixbus UK,Great!,5,,2025-01-28T12:56:35.000Z,"I must admit the bus wasn't my first choice but after travelling to Glasgow by train , myself and my daughter found ourselves unable to get back by train to Aberdeen due to Storm Eowyn. So Flix Bus was the best priced option for us and the journey home was perfect. WiFi on the bus allowed me and my daughter to watch shows on our phones / tablets. A toilet was available and my daughter did use it and it looked clean and tidy. Bus driver was very pleasant. Journey took a little longer than the train would have with stops in Stirling, Perth and Dundee but it still arrived at Aberden Bus Station exactly on time! | Would definitely consider Flix Bus again !"
Flixbus UK,Overnight from london to scotland,5,,2025-01-28T06:57:02.000Z,"Comfy reliable bus had a great sleep on the overnight from london to glasgow, price was cheap I'll be using flixbus again highly recommended"
Flixbus UK,On time,5,,2025-01-27T13:26:47.000Z,On time. Great service and will absolutely use again.
Flixbus UK,It was efficient and timely,4,,2025-01-27T11:56:32.000Z,It was efficient and timely
Flixbus UK,Short notice cancellation,1,,2025-01-27T11:47:20.000Z,"My FlixBus trip from Bristol to London booked several months ago and reconfirmed by FlixBus yesterday was cancelled by FlixBus this morning, roughly 6 hours before trip was due to take place. Reason: ‘circumstances beyond our control’. Poor."
Flixbus UK,Fabulous service- easy to navigate…,5,,2025-01-27T08:14:11.000Z,Fabulous service- easy to navigate website and on the ground. Punctual and friendly- 5 stars 🌟 🌟 🌟
Flixbus UK,Beware of Flixbus Transaction Fees!,1,,2025-01-26T19:20:27.000Z,"Having had our Heathrow airport bus cancelled 30 minutes before departure,we were promised a full refund by Flixbus. I received a message saying that our refund had been processed.Upon checking my bank account I found a transaction £11 less than the agreed refund amount.I contacted Flix and they told me that they were not responsible for any charges imposed by customers' banks in the UK. After researching the company, I found that the refund was sent from Germany and that Flix choose to pass on any international transfer fees to customers.So, if your bus doesn't turn up and you try to get a refund then you'll be charged for it- this is a scam! UK customers are being penalised for Flix choosing to operate from Germany.Beware!!!!"
Flixbus UK,Bus was cancelled 2 consecutive days,1,,2025-01-26T18:46:42.000Z,"Bus was cancelled 2 consecutive days, which is not ideal when you need to be at a location. They would not transfer my ticket to travel from a different destination. |  | I had to get someone to drive me the 120 miles. |  | The reason was lack of drivers!!! Surly they knew that before 4pm when the bus was due to leave at 8.45."
Flixbus UK,Cleaner than the Megabus!!,4,,2025-01-26T11:07:31.000Z,"A smooth check in for the bus than arrives and leaves on time. |  | Enjoyed the trip up to London but the journey back was not so enjoyable. |  | The driver said that the bus was fully booked so stick to your seating number, then checked for empty seats as he had some people who wanted to be added. He left 3 young girls on who were nothing short of annoying. They got people to change seats so they could sit together, then one played on her phone from London to Newport, where they changed seats, thankfully, but then they refused to move for the person who seats they were in. |  | We pay extra to allocate seats so the drivers should adhere to the seating plans. |  | London to Swansea 25th January 18:30."
Flixbus UK,Excellent Service at an incredibly low price,5,,2025-01-25T23:59:29.000Z,"This was the 1st time using Flixbus from Bristol to London, & it didn’t disappoint. An excellent service at an incredibly low price. Will definitely be using again."
Flixbus UK,Great price,5,,2025-01-25T22:48:20.000Z,Great price. Excellent on time service.Friendly helpful driver. | Easy booking procedure
Flixbus UK,Brilliant bus service on time no issues…,5,,2025-01-25T10:59:47.000Z,Brilliant bus service on time no issues and a fair price would definitely use them again
Flixbus UK,Fantastic experience,5,,2025-01-25T10:17:22.000Z,"Fantastic experience. Travelled from frankfurt airport to heidleberg to watch spurs in sinsheim. Cheap, on time, comfortable coach, professional staff. Will definitely use again ."
Flixbus UK,Decent option for long-distance journeys,4,,2025-01-25T09:18:55.000Z,"I've used Flixbus a number of times for long-distance journeys. I get a lot of perplexed responses from friends (""why don't you just fly/take the train?"") but I stand by my decision to travel with Flixbus. I prefer to avoid flying for environmental reasons, and often the journeys I need to make are more expensive and/or more complicated (lots of changes) by train. Flixbus is very easy and convenient, and on a Flixbus -- unlike a train -- you are guaranteed a seat and somewhere to store your luggage! Sure, 15+ hours on a coach (or any form of transport) is never going to be the most fun in the world, but Flixbus make it as tolerable as possible e.g. generally if you are on a long journey there will be at least one short break where you can get out of the bus and stretch your legs etc.. My recent Flixbuses have also been very punctual, arriving if anything a bit early -- never late. My only complaint is that on a recent Flixbus the bus was far too hot for the final few hours of the journey, which made me feel a bit ill -- however, this hasn't generally been a problem, I think they just had the heating turned up a bit high on that particular bus. One thing to bear in mind (for any Flixbus novices!) is that not all of the Flixbus stops have facilities like waiting areas etc.; some of them are just bus stops on the roadside/in a parking lot -- so be careful, if you are planning a journey with a long wait between connections, that you are changing at a location with somewhere safe and comfortable to wait. Also consider time of day (I once had a slightly unpleasant experience changing at Paris Bercy in the early hours of the morning). Several of the Flixbus stops are at actual bus stations or at other public transport stations (rail stations, airports) where you can use the facilities associated with those stations. Frankfurt also now has a nice warm designated Flixbus waiting room (I think a few other buses use it too, mostly Flixbus though) and toilets (costing 1 euro), which I appreciated very much during my recent 6-hour wait between buses at Frankfurt (on a chilly January day and with too much luggage to want to wander far!). All in all -- would recommend."
Flixbus UK,Just home from an amazing experience…,5,,2025-01-24T11:28:36.000Z,Just home from an amazing experience tonight and cant thank the driver from the manchester 2.05 bus to glasgow the driver was honestly the most professional driver and his driving was outstanding battled through 90mph winds to get us all home safely and was stuck in a major traffic accident and he assured us all we were getting home. Thank you to whoever you are wish you all the best in your career path.
Flixbus UK,We were very impressed with the…,5,,2025-01-24T08:32:13.000Z,"We were very impressed with the helpfulness and friendly demeanour of the driver on our bus, the 13.20 from LHR to LGW on 21.01.25. From start to finish he was great. The added bonus was the price of the ticket, it was reasonable compared to say, National Express."
Flixbus UK,The bus malfunctioned and this is not…,1,,2025-01-23T23:17:23.000Z,"The bus malfunctioned and this is not the first time, something was wrong with breaks. I don’t feel safe at all. There is no Wi-fi, you can’t charge your phone, only false information. As well as seat reservation."
Flixbus UK,Beware,1,,2025-01-23T20:16:09.000Z,"We've previously used Flixbus in Czechia with great success. However, our attempt at Colmar was appalling. Beware they do not collect passengers from the location they indicate on their ticket (the corner of Place de la Gare and Rue Georges Lasch). Passengers were collected from some other/earlier location. When we saw the coach drive past us, we called customer services, but they were very unhelpful, hid behind their T&C's and refused to offer a full-refund and/or reimbursement for additional travel costs."
Flixbus UK,First time I've used this service I was…,5,,2025-01-23T19:49:30.000Z,First time I've used this service I was very satisfied with easy efficient booking app absolutely great value for money comfortable journey each way very efficient on time service with friendly driver id recommend most definitely and I'll continue to use this service
Flixbus UK,We were just on time but the bus left…,1,,2025-01-23T15:11:40.000Z,We were just on time but the bus left already a moment before and sat at red light oposite bus stop so it appeared on the firm's tracker as being at the stop at time of booking. We were not believed.
Flixbus UK,Overall great experience,5,,2025-01-23T14:44:22.000Z,Easy to book. I got texts updating me when a service was running slightly late. Comfy coaches and great service. Have already booked my next trip!
Flixbus UK,The driver drives with carefully,5,,2025-01-23T07:26:27.000Z,"The driver drives with carefully, he knows how to talk to customers"
Flixbus UK,One cant take a bus earlier anymore…,2,,2025-01-22T22:49:04.000Z,One cant take a bus earlier anymore upon arrival at the airport unless at exorbitant costs. A real shame the change of policy not announced anywhere on the app and reason to look into other bus shuttles between grenoble and exupery (Lyon)
Flixbus UK,was too crowded,1,,2025-01-22T12:39:16.000Z,"was too crowded, too many stops and people coming in and going out. This is unlike the experience i have had with national express or even with Mega bus that has double deck."
Flixbus UK,So disappointed in this company,1,,2025-01-22T11:38:46.000Z,So disappointed in this company. Waited for a bus in Glasgow for over an hour only to be advised by a driver on another route “don’t hold your breath!! They’ll likely cancel it” said driver even tried to call himself and got nowhere - and he was an employee! Had no choice but to catch a last minute train at great expense only to be told I’m not even eligible for a refund as the bus did eventually turn up almost 2 hours late and because I didn’t wait it out on the off chance i would be able to get home I get nothing back - despite the fact their own customer service team were unable to update me either when contacted on the status of the bus - never again!
Flixbus UK,"Amazing trip, very comfortable",5,,2025-01-22T09:57:12.000Z,Easy to deal it was performed by partner company traventuria
Flixbus UK,The company is heartless,1,,2025-01-22T05:46:54.000Z,"The company is heartless. They abandoned my family including a 15months old baby and a 4 years old boy in the cold in Stoke-on-Trent at 2.15am for their gross incompetence. | I bought a a ticket for adults for about £55 from Trainpal. The child category only spans from 5years to 16years. My kids who are 1year and 4years could not fit into this. | With this fault of theirs, they abandoned my 1year old and 4years old in the thick cold of the night. | I will never use them for anything. They are inhumane."
Flixbus UK,The customer service is very poor,1,,2025-01-21T20:27:40.000Z,The customer service is very poor
Flixbus UK,Great service,5,,2025-01-21T19:11:26.000Z,Great service prices and options of tunes friendly drivers
Flixbus UK,Very good will be traveling with you…,5,,2025-01-21T16:53:32.000Z,Very good will be traveling with you again.
Flixbus UK,Cool ride Flixbus,4,,2025-01-21T13:15:34.000Z,Despite the fact that my 5am trip from Newcastle to Edinburgh was delayed by 1hour(I only received one text message at 4:40 telling me the bus was delayed there were no further updates so I was left in the freezing cold not knowing when the bus would actually arrive. When it did the driver was very friendly and we were soon on our way to Edinburgh! The journey itself was pleasant with no further problems. I will definitely be travelling with Flixbus again.
Flixbus UK,Refused on board a booked coach and refused refund,1,,2025-01-21T06:49:33.000Z,"I booked a one way ticket from Bristol to Gatwick paying extra for a better seat and luggage. I arrived 45 mins early and | sadly the coach was delayed by 30 mins - there was no announcement or Flix staff and I only found out from another passenger who received a text/email. Eventually the bus turned up and we | tried to board but about 8-10 people were refused entry to the bus as the hold was full of luggage - the driver blamed the previous driver and offered no advice other that it isn't his fault and we | cannot get on - again no offers of assistance or staff. The bus drove off and left us? Luckily there was a National Express bus leaving for Gatwick and they had plenty of staff to assist - several from Flix bought tickets and the bus left 30 mins later. On the bus I messaged Flix via their messaging app and after several attempts and discussions I was refused a refund because they said I had checked into the Flixbus? I hadnt even got on the bus? I sent a copy of my National Express ticket recepit and they still claimed I had checked into on the bus and refused any refund. Just to repeat I had not got on the bus as the driver refused entry - Flix has no ground staff, no customer support and refusing a refund given I hadnt even got on the bus is criminal - I would avoid Flix for any important trips and opt for National Express"
Flixbus UK,buses not turning up and had to travel in another coach with out reserved seat,1,,2025-01-21T00:32:02.000Z,"Live update online on info regarding bus cancellation and punctuality, people travel for a reason and an office/help at main station would be handy"
